,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Maxixe,MZ,2022-07-19 02:35:10,-23.8597,35.3472,66.81,91,10,2.84,clear sky
263,Yetkul,RU,2022-07-19 02:36:39,54.8221,61.588,68.05,82,7,6.82,clear sky
264,Silver City,US,2022-07-19 02:36:39,32.7701,-108.2803,89.56,26,0,5.75,clear sky
265,Platteville,US,2022-07-19 02:36:40,42.7342,-90.4785,77.23,100,0,4.61,clear sky
266,Batticaloa,LK,2022-07-19 02:36:40,7.7102,81.6924,83.86,69,52,8.81,broken clouds
267,Husavik,IS,2022-07-19 02:36:40,66.0449,-17.3389,50.9,80,97,4.34,overcast clouds
268,Camacha,PT,2022-07-19 02:36:41,33.0833,-16.3333,65.62,77,40,9.22,scattered clouds
269,Menongue,AO,2022-07-19 02:36:41,-14.6585,17.691,44.1,60,0,4.79,clear sky
270,Sinnamary,GF,2022-07-19 02:36:41,5.3833,-52.95,78.62,86,100,8.19,overcast clouds
271,Sidi Ali,DZ,2022-07-19 02:36:42,36.0998,0.4206,73.49,79,0,1.23,clear sky
272,Solnechnyy,RU,2022-07-19 02:36:42,50.7214,136.6319,56.41,98,100,3.87,overcast clouds
273,Sayyan,YE,2022-07-19 02:36:42,15.1718,44.3244,63.93,45,99,3.96,overcast clouds
274,Deputatskiy,RU,2022-07-19 02:34:04,69.3,139.9,40.24,88,100,5.21,light rain
275,Aitape,PG,2022-07-19 02:37:43,-3.1374,142.3475,83.19,74,97,5.01,overcast clouds
276,Daru,PG,2022-07-19 02:37:44,-9.0763,143.2092,78.35,89,70,15.99,broken clouds
277,Port Macquarie,AU,2022-07-19 02:33:58,-31.4333,152.9167,60.89,67,14,12.77,few clouds
278,Hobyo,SO,2022-07-19 02:37:44,5.3505,48.5268,74.64,83,100,23.91,overcast clouds
279,Bathurst,AU,2022-07-19 02:37:45,-33.4166,149.5806,54.82,54,6,1.01,clear sky
280,Yavatmal,IN,2022-07-19 02:37:45,20.4,78.1333,71.65,93,96,11.05,overcast clouds
281,Svetlyy,RU,2022-07-19 02:37:45,54.675,20.1347,59.05,76,100,8.68,overcast clouds
282,Tabou,CI,2022-07-19 02:33:58,4.423,-7.3528,74.17,78,100,10.38,overcast clouds
283,Rocha,UY,2022-07-19 02:34:42,-34.4833,-54.3333,42.58,91,51,2.93,broken clouds
284,Acajutla,SV,2022-07-19 02:37:46,13.5928,-89.8275,80.65,81,100,6.02,overcast clouds
285,Chapada Dos Guimaraes,BR,2022-07-19 02:37:46,-15.4606,-55.7497,62.26,33,43,3.89,scattered clouds
286,Narsaq,GL,2022-07-19 02:37:47,60.9167,-46.05,48.42,74,19,1.25,few clouds
287,Port-Gentil,GA,2022-07-19 02:37:47,-0.7193,8.7815,74.07,78,100,12.28,overcast clouds
288,Sosnovka,RU,2022-07-19 02:37:48,56.255,51.2842,64.44,99,100,8.21,moderate rain
289,Rio Gallegos,AR,2022-07-19 02:37:48,-51.6226,-69.2181,35.65,80,0,16.11,clear sky
290,Shingu,JP,2022-07-19 02:33:35,33.7333,135.9833,83.14,85,100,13.62,moderate rain
291,Maniitsoq,GL,2022-07-19 02:37:49,65.4167,-52.9,44.2,90,100,1.77,overcast clouds
292,Srisailam,IN,2022-07-19 02:37:49,16.0833,78.8667,78.12,77,48,9.86,scattered clouds
293,Kloulklubed,PW,2022-07-19 02:37:49,7.0419,134.2556,77.5,70,86,2.39,overcast clouds
294,Taganak,PH,2022-07-19 02:37:50,6.0833,118.3,82.54,79,100,5.93,overcast clouds
295,Najran,SA,2022-07-19 02:37:50,17.4924,44.1277,81.25,31,100,2.35,overcast clouds
296,Bulgan,MN,2022-07-19 02:37:51,48.8125,103.5347,69.58,54,85,1.95,overcast clouds
297,Saint-Pierre,RE,2022-07-19 02:37:51,-21.3393,55.4781,67.91,72,0,21.85,clear sky
298,Poso,ID,2022-07-19 02:37:52,-1.3959,120.7524,85.89,56,90,0.69,overcast clouds
299,Jijiga,ET,2022-07-19 02:37:52,9.35,42.8,59.34,79,87,16.02,overcast clouds
300,Alofi,NU,2022-07-19 02:37:52,-19.0595,-169.9187,78.69,73,75,19.57,broken clouds
301,Simao,CN,2022-07-19 02:37:53,22.7886,100.9748,70.74,90,99,2.3,light rain
302,Jizan,SA,2022-07-19 02:37:53,17.3333,42.6667,85.14,48,82,1.39,broken clouds
303,Pontes E Lacerda,BR,2022-07-19 02:37:54,-15.2261,-59.3353,68.65,53,8,3.15,clear sky
304,Guiratinga,BR,2022-07-19 02:37:54,-16.3494,-53.7583,66.87,31,43,3.4,scattered clouds
305,Mandal,IN,2022-07-19 02:37:54,25.45,74.5667,83.88,72,16,13.06,few clouds
306,Farah,AF,2022-07-19 02:37:55,32.5,62.5,89.64,9,0,4.88,clear sky
307,Shakawe,BW,2022-07-19 02:37:55,-18.3667,21.85,47.73,64,0,4.72,clear sky
308,Petropavlivka,UA,2022-07-19 02:37:56,48.4564,36.4367,55.9,77,3,4.65,clear sky
309,Kahului,US,2022-07-19 02:37:56,20.8947,-156.47,82.42,61,20,26.46,few clouds
310,Dukat,RU,2022-07-19 02:37:57,62.55,155.55,76.82,53,85,13.2,light rain
311,Wanning,CN,2022-07-19 02:37:57,18.8003,110.3967,87.85,73,98,10.29,overcast clouds
312,Baykit,RU,2022-07-19 02:37:57,61.67,96.37,58.14,94,100,3.24,light rain
313,Venice,US,2022-07-19 02:33:41,27.0998,-82.4543,86.02,88,0,0.0,clear sky
314,Coihaique,CL,2022-07-19 02:33:04,-45.5752,-72.0662,39.15,81,100,5.75,light rain
315,Comodoro Rivadavia,AR,2022-07-19 02:33:52,-45.8667,-67.5,46.26,46,0,32.21,clear sky
316,Santa Maria,BR,2022-07-19 02:37:58,-29.6842,-53.8069,47.5,100,0,4.61,clear sky
317,Mollendo,PE,2022-07-19 02:37:59,-17.0231,-72.0147,60.13,84,97,8.34,overcast clouds
318,Wawa,NG,2022-07-19 02:37:59,9.9022,4.4192,71.08,89,93,6.2,overcast clouds
319,Kumla,SE,2022-07-19 02:38:00,59.1277,15.1434,62.01,88,100,6.91,overcast clouds
320,Saint George,US,2022-07-19 02:35:36,37.1041,-113.5841,101.62,20,0,9.22,clear sky
321,Muroto,JP,2022-07-19 02:39:00,33.2833,134.15,81.27,86,100,24.85,light rain
322,Muisne,EC,2022-07-19 02:39:01,0.6,-80.0333,73.62,89,100,7.56,overcast clouds
323,Belogorsk,RU,2022-07-19 02:39:01,50.9158,128.4611,79.36,60,82,4.41,broken clouds
324,Oga,IT,2022-07-19 02:39:01,46.4631,10.347,57.81,86,5,1.21,clear sky
325,Hirara,JP,2022-07-19 02:36:28,24.8,125.2833,89.87,70,75,20.71,broken clouds
326,Pafos,CY,2022-07-19 02:37:58,34.7667,32.4167,76.78,38,0,8.05,clear sky
327,Fengcheng,CN,2022-07-19 02:39:02,40.4536,124.0717,81.81,67,0,4.56,clear sky
328,Trelew,AR,2022-07-19 02:39:02,-43.249,-65.3051,40.84,46,0,10.07,clear sky
329,Hamilton,US,2022-07-19 02:39:03,39.1834,-84.5333,75.24,89,0,0.0,clear sky
330,Chany,RU,2022-07-19 02:39:03,55.3121,76.7647,66.47,63,29,8.23,scattered clouds
331,Tumbes,PE,2022-07-19 02:39:03,-3.5667,-80.4414,69.75,83,75,3.44,broken clouds
332,Namatanai,PG,2022-07-19 02:39:04,-3.6667,152.4333,85.75,62,71,7.87,broken clouds
333,Katobu,ID,2022-07-19 02:39:04,-4.9408,122.5276,81.54,70,100,7.76,overcast clouds
334,Luanda,AO,2022-07-19 02:35:49,-8.8368,13.2343,69.37,87,97,3.62,overcast clouds
335,Sokna,NO,2022-07-19 02:39:05,60.24,9.9235,51.39,87,42,2.75,scattered clouds
336,Korbach,DE,2022-07-19 02:39:05,51.2756,8.873,62.58,56,1,3.65,clear sky
337,Papara,BR,2022-07-19 02:39:06,-3.9839,-38.7273,77.4,93,5,2.51,clear sky
338,Masyaf,SY,2022-07-19 02:39:06,35.0653,36.3406,72.72,54,0,4.74,clear sky
339,Saint-Augustin,CA,2022-07-19 02:39:07,51.226,-58.6502,62.22,68,33,5.55,scattered clouds
340,Zaragoza,ES,2022-07-19 02:34:13,41.6561,-0.8773,80.02,60,0,12.66,clear sky
341,Miraflores,MX,2022-07-19 02:39:07,19.2167,-98.8083,65.05,89,97,2.33,overcast clouds
342,Naryan-Mar,RU,2022-07-19 02:39:07,67.6713,53.087,66.61,68,95,10.33,overcast clouds
343,Chunhuhub,MX,2022-07-19 02:39:08,19.55,-88.6833,80.29,75,65,6.31,broken clouds
344,Kitimat,CA,2022-07-19 02:39:08,54.0524,-128.6534,62.98,29,100,3.89,overcast clouds
345,Tessalit,ML,2022-07-19 02:39:09,20.1986,1.0114,84.87,46,34,12.12,scattered clouds
346,Morant Bay,JM,2022-07-19 02:39:09,17.8815,-76.4093,83.82,85,47,9.64,scattered clouds
347,Dwarka,IN,2022-07-19 02:39:10,22.2394,68.9678,82.04,83,80,13.02,broken clouds
348,Kieta,PG,2022-07-19 02:39:10,-6.2167,155.6333,84.42,68,96,5.88,overcast clouds
349,Viedma,AR,2022-07-19 02:39:10,-40.8135,-62.9967,40.03,38,31,10.56,scattered clouds
350,Mecca,SA,2022-07-19 02:39:11,21.4267,39.8261,85.64,24,31,5.46,scattered clouds
351,Madison,US,2022-07-19 02:38:37,34.7334,-86.5667,78.15,81,75,4.61,broken clouds
352,Maldonado,UY,2022-07-19 02:39:12,-34.6667,-54.9167,42.19,88,68,0.4,broken clouds
353,Lao Cai,VN,2022-07-19 02:39:12,22.4833,103.95,91.11,63,100,2.37,overcast clouds
354,Ribas Do Rio Pardo,BR,2022-07-19 02:39:12,-20.4431,-53.7592,70.39,58,100,3.04,overcast clouds
355,Aberdeen,GB,2022-07-19 02:39:13,57.1437,-2.0981,66.54,68,100,1.14,overcast clouds
356,Flic En Flac,MU,2022-07-19 02:39:13,-20.2742,57.3631,69.53,73,28,18.54,scattered clouds
357,Puerto Cabezas,NI,2022-07-19 02:39:14,14.0351,-83.3888,79.0,89,100,13.24,overcast clouds
358,Orlik,RU,2022-07-19 02:39:14,52.5178,99.825,51.62,95,100,5.44,moderate rain
359,Buta,CD,2022-07-19 02:39:15,2.7858,24.73,69.13,99,100,0.85,moderate rain
360,Lavrentiya,RU,2022-07-19 02:39:15,65.5833,-171.0,37.54,90,99,21.14,light rain
361,Coos Bay,US,2022-07-19 02:39:16,43.3665,-124.2179,73.31,86,0,26.46,clear sky
362,Arawa,PG,2022-07-19 02:39:16,-6.2132,155.5367,86.13,65,93,5.23,overcast clouds
363,Mariental,NA,2022-07-19 02:39:13,-24.6333,17.9667,51.19,36,0,9.62,clear sky
364,Rehoboth,NA,2022-07-19 02:39:17,-23.3167,17.0833,49.05,39,0,6.87,clear sky
365,Ust-Nera,RU,2022-07-19 02:39:17,64.5667,143.2,82.49,45,100,8.34,overcast clouds
366,Nagato,JP,2022-07-19 02:40:18,34.3833,131.2,79.43,92,99,14.07,overcast clouds
367,Souillac,MU,2022-07-19 02:40:18,-20.5167,57.5167,68.38,73,40,17.27,light rain
368,Huarmey,PE,2022-07-19 02:40:18,-10.0681,-78.1522,62.29,86,100,9.28,overcast clouds
369,Vangaindrano,MG,2022-07-19 02:40:19,-23.35,47.6,66.81,79,100,6.4,overcast clouds
370,Antalaha,MG,2022-07-19 02:40:19,-14.9003,50.2788,65.84,85,41,7.11,scattered clouds
371,Alamogordo,US,2022-07-19 02:40:19,32.8995,-105.9603,92.55,27,0,8.05,clear sky
372,Dalvik,IS,2022-07-19 02:40:20,65.9702,-18.5286,55.33,82,99,2.3,overcast clouds
373,Muravlenko,RU,2022-07-19 02:40:20,63.7898,74.523,66.78,49,24,14.76,few clouds
374,Kimry,RU,2022-07-19 02:40:03,56.8667,37.35,53.89,87,69,7.7,broken clouds
375,Tibati,CM,2022-07-19 02:40:21,6.4667,12.6333,64.6,98,100,1.07,light rain
376,Grand-Santi,GF,2022-07-19 02:40:21,4.25,-54.3833,73.72,99,100,2.06,overcast clouds
377,Walvis Bay,NA,2022-07-19 02:40:22,-22.9575,14.5053,54.09,93,3,6.91,clear sky
378,Emba,KZ,2022-07-19 02:40:22,48.8264,58.1442,89.49,23,4,15.64,clear sky
379,Riyadh,SA,2022-07-19 02:40:23,24.6877,46.7219,87.94,14,82,7.36,broken clouds
380,Takoradi,GH,2022-07-19 02:40:23,4.8845,-1.7554,74.34,82,99,9.19,overcast clouds
381,Chaumont,FR,2022-07-19 02:40:23,48.1167,5.1333,68.36,48,1,6.06,clear sky
382,Pokaran,IN,2022-07-19 02:40:24,26.9167,71.9167,87.58,68,51,10.69,broken clouds
383,Kisangani,CD,2022-07-19 02:40:24,0.5167,25.2,69.22,99,100,1.54,light rain
384,Kjollefjord,NO,2022-07-19 02:40:24,70.9457,27.3465,60.62,72,20,3.44,few clouds
385,Pochutla,MX,2022-07-19 02:40:25,15.7432,-96.4661,76.75,84,1,3.51,clear sky
386,Kinablangan,PH,2022-07-19 02:40:25,7.6947,126.5503,83.73,68,86,5.12,overcast clouds
387,Dakar,SN,2022-07-19 02:40:26,14.6937,-17.4441,81.48,78,82,12.73,broken clouds
388,Karratha,AU,2022-07-19 02:40:26,-20.7377,116.8463,77.5,35,5,10.71,clear sky
389,Methoni,GR,2022-07-19 02:40:27,36.8197,21.7049,75.06,49,0,6.02,clear sky
390,Tateyama,JP,2022-07-19 02:40:27,34.9833,139.8667,80.53,94,75,17.27,heavy intensity shower rain
391,Mocuba,MZ,2022-07-19 02:40:27,-16.8392,36.9856,62.08,98,7,1.32,clear sky
392,Karla,EE,2022-07-19 02:40:28,59.3723,24.9275,60.57,93,20,3.44,few clouds
393,Buenos Aires,AR,2022-07-19 02:37:08,-34.6132,-58.3772,51.53,55,0,3.44,clear sky
394,Carutapera,BR,2022-07-19 02:40:28,-1.195,-46.02,74.1,94,42,5.86,scattered clouds
395,Mitzic,GA,2022-07-19 02:40:29,0.7821,11.549,67.8,95,99,3.11,overcast clouds
396,Abha,SA,2022-07-19 02:40:29,18.2164,42.5053,66.45,32,0,0.0,clear sky
397,Kamthi,IN,2022-07-19 02:40:30,21.2333,79.2,75.54,91,100,12.88,overcast clouds
398,Lensk,RU,2022-07-19 02:40:30,60.7253,114.9278,61.2,87,100,0.87,overcast clouds
399,Hammerfest,NO,2022-07-19 02:40:30,70.6634,23.6821,50.45,100,100,3.44,fog
400,Mackenzie,CA,2022-07-19 02:40:31,55.2999,-123.1698,68.22,52,100,10.36,overcast clouds
401,Weiser,US,2022-07-19 02:35:36,44.251,-116.9693,89.8,29,0,4.0,clear sky
402,Aksehir,TR,2022-07-19 02:40:31,38.3575,31.4164,60.84,60,47,5.75,scattered clouds
403,Sokolo,ML,2022-07-19 02:40:32,14.7328,-6.1219,83.82,61,83,10.04,broken clouds
404,Toora-Khem,RU,2022-07-19 02:40:32,52.4675,96.11,63.07,41,89,6.71,overcast clouds
405,Talnakh,RU,2022-07-19 02:37:15,69.4865,88.3972,63.21,39,76,7.29,broken clouds
406,Bardiyah,LY,2022-07-19 02:40:32,31.7561,25.0865,76.39,74,0,15.77,clear sky
407,Sao Joao Da Barra,BR,2022-07-19 02:40:33,-21.6403,-41.0511,70.45,88,31,8.95,scattered clouds
408,Cabedelo,BR,2022-07-19 02:40:33,-6.9811,-34.8339,74.07,86,40,15.12,scattered clouds
409,Barreirinha,BR,2022-07-19 02:40:34,-2.7933,-57.07,76.98,73,99,3.33,overcast clouds
410,Ahuimanu,US,2022-07-19 02:37:50,21.4447,-157.8378,83.91,72,100,18.41,overcast clouds
411,Lagos,NG,2022-07-19 02:40:34,6.5833,3.75,73.51,84,100,4.27,overcast clouds
412,Darhan,MN,2022-07-19 02:37:36,49.4867,105.9228,78.71,39,66,3.8,broken clouds
413,Avera,US,2022-07-19 02:40:35,33.194,-82.5271,82.45,65,98,7.81,overcast clouds
414,Labuhan,ID,2022-07-19 02:41:35,-6.8844,112.2051,84.0,68,43,5.41,scattered clouds
415,Sao Gabriel Da Cachoeira,BR,2022-07-19 02:41:36,-0.1303,-67.0892,71.89,99,71,1.45,broken clouds
416,Odessa,UA,2022-07-19 02:41:36,46.4775,30.7326,64.92,54,1,9.71,clear sky
417,Koratla,IN,2022-07-19 02:41:37,18.8167,78.7167,77.16,87,91,10.0,overcast clouds
418,Port Hardy,CA,2022-07-19 02:41:37,50.6996,-127.4199,64.58,82,100,6.91,overcast clouds
419,Biak,ID,2022-07-19 02:41:37,-0.9131,122.8766,77.56,80,98,5.88,overcast clouds
420,Altamira,BR,2022-07-19 02:39:04,-3.2033,-52.2064,76.69,73,97,2.35,overcast clouds
421,Russell,US,2022-07-19 02:41:38,32.3502,-85.1999,78.4,94,0,5.75,clear sky
422,La Rioja,ES,2022-07-19 02:41:38,42.25,-2.5,71.38,38,2,6.33,clear sky
423,La Primavera,CO,2022-07-19 02:41:39,5.4906,-70.4092,74.14,92,88,1.48,overcast clouds
424,Bairiki,KI,2022-07-19 02:41:39,1.3292,172.9752,86.0,70,40,9.22,scattered clouds
425,Neuquen,AR,2022-07-19 02:41:40,-38.9516,-68.0591,31.89,86,0,0.0,clear sky
426,Eniwa,JP,2022-07-19 02:41:40,42.8779,141.5442,80.65,59,75,14.97,broken clouds
427,Meadow Lake,US,2022-07-19 02:41:41,34.8014,-106.5436,92.28,33,86,3.13,overcast clouds
428,Allada,BJ,2022-07-19 02:41:41,6.6655,2.1514,75.96,92,93,4.09,overcast clouds
429,Ust-Kuyga,RU,2022-07-19 02:41:41,70.0167,135.6,42.93,82,100,15.3,light rain
430,Pisco,PE,2022-07-19 02:41:42,-13.7,-76.2167,59.05,88,100,2.3,mist
431,Dobeln,DE,2022-07-19 02:41:42,51.1167,13.1167,63.21,50,19,6.51,few clouds
432,San Carlos,VE,2022-07-19 02:37:48,9.6612,-68.5827,72.05,98,88,1.41,overcast clouds
433,Emerald,AU,2022-07-19 02:39:44,-23.5333,148.1667,69.35,42,0,9.53,clear sky
434,Sohag,EG,2022-07-19 02:41:43,26.557,31.6948,80.89,28,1,7.36,clear sky
435,Bambanglipuro,ID,2022-07-19 02:41:43,-7.95,110.2833,82.72,70,6,10.16,clear sky
436,Devils Lake,US,2022-07-19 02:41:44,48.1128,-98.8651,84.18,86,0,11.99,clear sky
437,Wattegama,LK,2022-07-19 02:41:44,6.7989,81.4808,85.66,60,89,2.33,overcast clouds
438,Half Moon Bay,US,2022-07-19 02:41:40,37.4636,-122.4286,79.03,75,0,16.11,mist
439,Chapais,CA,2022-07-19 02:41:44,49.7834,-74.8492,71.38,69,100,7.36,overcast clouds
440,Tan An,VN,2022-07-19 02:41:45,10.5333,106.4167,86.02,70,81,8.95,light rain
441,Sandnessjoen,NO,2022-07-19 02:41:45,66.0217,12.6316,49.64,95,100,5.01,light rain
442,Iroquois Falls,CA,2022-07-19 02:41:46,48.7669,-80.6831,60.96,96,81,5.99,light rain
443,Itapecerica,BR,2022-07-19 02:41:46,-20.4725,-45.1256,59.59,63,10,4.74,clear sky
444,Agnibilekrou,CI,2022-07-19 02:41:47,7.1344,-3.2047,64.62,97,96,2.71,overcast clouds
445,Camocim,BR,2022-07-19 02:41:47,-2.9022,-40.8411,75.74,78,13,12.17,few clouds
446,Gospic,HR,2022-07-19 02:41:47,44.5461,15.3747,62.29,50,56,6.24,broken clouds
447,Dargaville,NZ,2022-07-19 02:41:48,-35.9333,173.8833,63.03,78,100,8.21,overcast clouds
448,Atambua,ID,2022-07-19 02:41:48,-9.1061,124.8925,79.61,44,81,1.77,broken clouds
449,Cozumel,MX,2022-07-19 02:41:48,20.5083,-86.9458,84.27,78,40,4.0,scattered clouds
450,Nome,US,2022-07-19 02:41:49,64.5011,-165.4064,44.67,76,100,32.21,light rain
451,Burnie,AU,2022-07-19 02:41:49,-41.0667,145.9167,50.58,46,0,2.21,clear sky
452,Esna,EG,2022-07-19 02:41:50,25.2934,32.554,82.42,22,0,8.34,clear sky
453,George Town,MY,2022-07-19 02:41:34,5.4112,100.3354,82.89,88,20,5.01,few clouds
454,Kambove,CD,2022-07-19 02:41:50,-10.8764,26.5969,51.55,67,0,4.23,clear sky
455,Bafq,IR,2022-07-19 02:41:50,31.6128,55.4107,86.07,12,0,5.61,clear sky
456,Abu Zabad,SD,2022-07-19 02:41:51,12.35,29.25,74.43,72,100,8.59,light rain
457,Balykshi,KZ,2022-07-19 02:41:51,47.0667,51.8667,77.0,53,0,11.18,clear sky
458,Kutum,SD,2022-07-19 02:41:51,14.2,24.6667,75.07,61,72,4.03,broken clouds
459,Jiamusi,CN,2022-07-19 02:39:07,46.8333,130.35,69.91,86,100,6.87,light rain
460,Poum,NC,2022-07-19 02:41:52,-20.2333,164.0167,76.51,83,71,10.16,broken clouds
461,Jinchang,CN,2022-07-19 02:42:52,38.4953,102.1739,75.54,29,83,5.5,broken clouds
462,Marzuq,YE,2022-07-19 02:42:53,14.4,46.4667,77.05,52,100,7.31,overcast clouds
463,Lesnoye,RU,2022-07-19 02:42:53,58.2841,35.5158,50.49,92,44,6.26,scattered clouds
464,Chifeng,CN,2022-07-19 02:42:53,42.2683,118.9636,80.13,42,9,6.08,clear sky
465,Kaliganj,BD,2022-07-19 02:42:54,23.4095,89.1402,88.16,67,100,9.4,overcast clouds
466,Atasu,KZ,2022-07-19 02:41:17,48.6814,71.6433,74.35,44,1,14.36,clear sky
467,Kyra,RU,2022-07-19 02:42:54,49.5776,111.9753,77.34,47,47,8.1,scattered clouds
468,Apac,UG,2022-07-19 02:42:54,1.9756,32.5386,65.98,77,100,2.82,overcast clouds
469,Kapit,MY,2022-07-19 02:42:55,2.0167,112.9333,90.36,54,98,1.21,overcast clouds
470,Qujing,CN,2022-07-19 02:39:08,25.4833,103.7833,71.35,81,100,6.89,light rain
471,Trapani,IT,2022-07-19 02:42:55,37.8333,12.6667,77.88,68,0,4.61,clear sky
472,Oktyabrskiy,RU,2022-07-19 02:42:56,54.4815,53.471,68.74,83,63,5.1,light rain
473,Bogande,BF,2022-07-19 02:42:56,12.9714,-0.1436,74.88,84,100,11.23,light rain
474,Tura,IN,2022-07-19 02:42:56,25.5198,90.2201,79.79,85,100,7.23,overcast clouds
475,Marsala,IT,2022-07-19 02:42:57,37.7966,12.4352,74.89,68,0,4.61,clear sky
476,Sangmelima,CM,2022-07-19 02:42:57,2.9333,11.9833,64.53,99,100,2.95,overcast clouds
477,Atar,MR,2022-07-19 02:42:58,20.5169,-13.0499,90.5,38,7,6.96,clear sky
478,Vieste,IT,2022-07-19 02:42:58,41.8825,16.175,76.51,60,0,12.44,clear sky
479,Eydhafushi,MV,2022-07-19 02:42:59,5.1033,73.0708,82.13,78,100,18.77,overcast clouds
480,Amanganj,IN,2022-07-19 02:42:59,24.4333,80.0333,86.16,68,31,7.99,scattered clouds
481,Longonjo,AO,2022-07-19 02:42:59,-12.9067,15.2533,55.09,51,5,1.39,clear sky
482,Bella Vista,US,2022-07-19 02:42:59,36.4295,-94.2316,88.48,47,0,6.91,clear sky
483,Sao Filipe,CV,2022-07-19 02:43:00,14.8961,-24.4956,75.22,82,95,8.28,overcast clouds
484,Makokou,GA,2022-07-19 02:43:00,0.5738,12.8642,68.85,96,100,2.44,light rain
485,Tsabong,BW,2022-07-19 02:43:00,-26.0217,22.401,52.86,47,0,12.08,clear sky
486,Naron,ES,2022-07-19 02:43:01,43.5167,-8.1528,67.05,80,2,13.04,clear sky
487,Lethem,GY,2022-07-19 02:43:01,3.3803,-59.7968,74.75,92,81,4.25,broken clouds
488,Xam Nua,LA,2022-07-19 02:43:01,20.4197,104.0439,84.97,56,100,4.14,overcast clouds
489,Maningrida,AU,2022-07-19 02:43:02,-12.0667,134.2667,87.1,38,98,8.01,overcast clouds
490,Ponta Delgada,PT,2022-07-19 02:43:02,37.7333,-25.6667,72.32,83,75,6.91,broken clouds
491,Caravelas,BR,2022-07-19 02:43:02,-17.7125,-39.2481,70.14,88,30,5.46,scattered clouds
492,Guanica,PR,2022-07-19 02:43:03,17.9716,-66.908,81.99,84,0,8.84,clear sky
493,Prince Rupert,CA,2022-07-19 02:39:47,54.3161,-130.3201,55.09,94,100,8.05,light rain
494,Porto Novo,BJ,2022-07-19 02:43:00,6.4965,2.6036,76.82,83,93,5.7,overcast clouds
495,Asilah,MA,2022-07-19 02:43:03,35.465,-6.0348,71.56,82,0,2.73,clear sky
496,Kichera,RU,2022-07-19 02:43:04,55.9375,110.0997,80.04,41,46,5.44,scattered clouds
497,Guarapari,BR,2022-07-19 02:43:04,-20.6667,-40.4975,68.9,91,2,5.1,clear sky
498,Haines Junction,CA,2022-07-19 02:43:05,60.7522,-137.5108,58.95,63,39,10.36,scattered clouds
499,Sovetskiy,RU,2022-07-19 02:43:05,61.3614,63.5842,71.1,42,2,2.15,clear sky
500,Bonthe,SL,2022-07-19 02:43:05,7.5264,-12.505,76.59,83,100,15.23,light rain
501,La Asuncion,VE,2022-07-19 02:43:06,11.0333,-63.8628,80.33,83,39,14.97,scattered clouds
502,Canakkale,TR,2022-07-19 02:43:06,40.0833,26.8333,61.38,68,0,14.38,clear sky
503,Suba,PH,2022-07-19 02:43:06,10.8438,121.0102,77.07,90,100,9.62,light rain
504,Stulovo,RU,2022-07-19 02:43:07,58.7225,50.1439,63.03,99,100,11.25,heavy intensity rain
505,Lozovik,RS,2022-07-19 02:43:07,44.4677,21.1007,55.72,51,11,2.59,few clouds
506,Salalah,OM,2022-07-19 02:43:07,17.0151,54.0924,75.29,100,100,5.75,light intensity drizzle
507,Yining,CN,2022-07-19 02:43:08,29.0361,114.5636,83.05,84,100,3.09,overcast clouds
508,Manokwari,ID,2022-07-19 02:44:08,-0.8667,134.0833,83.05,69,94,4.12,overcast clouds
509,Rong Kwang,TH,2022-07-19 02:44:08,18.339,100.3174,87.28,73,100,3.83,overcast clouds
510,Raudeberg,NO,2022-07-19 02:44:09,61.9875,5.1352,52.95,81,78,6.06,broken clouds
511,Lebowakgomo,ZA,2022-07-19 02:44:09,-24.2,29.5,45.5,80,0,2.91,clear sky
512,Nouadhibou,MR,2022-07-19 02:44:10,20.931,-17.0347,69.78,83,37,9.22,scattered clouds
513,Mount Gambier,AU,2022-07-19 02:44:10,-37.8333,140.7667,52.32,54,42,6.42,scattered clouds
514,Andros Town,BS,2022-07-19 02:44:10,24.7,-77.7667,84.16,74,6,12.46,clear sky
515,Egvekinot,RU,2022-07-19 02:44:11,66.3167,-179.1667,52.11,47,100,2.59,overcast clouds
516,Ilebo,CD,2022-07-19 02:44:11,-4.3167,20.5833,69.13,97,90,0.96,overcast clouds
517,Ambon,ID,2022-07-19 02:44:12,-3.6954,128.1814,77.14,88,75,1.14,light rain
518,Pitanga,BR,2022-07-19 02:44:12,-24.7572,-51.7614,56.25,99,51,3.02,broken clouds
519,Ende,ID,2022-07-19 02:44:12,-8.8432,121.6623,81.48,60,21,4.36,few clouds
520,Korla,CN,2022-07-19 02:44:13,41.7597,86.1469,87.55,16,60,16.24,broken clouds
521,Dongzhen,CN,2022-07-19 02:44:13,22.3797,110.9389,89.58,67,100,9.57,overcast clouds
522,Ekibastuz,KZ,2022-07-19 02:44:14,51.6667,75.3667,71.38,42,68,6.22,broken clouds
523,Calbuco,CL,2022-07-19 02:44:14,-41.768,-73.1273,34.81,81,4,11.12,clear sky
524,Sistranda,NO,2022-07-19 02:44:15,63.7256,8.834,51.76,86,95,15.1,overcast clouds
525,Katsuura,JP,2022-07-19 02:44:15,35.1333,140.3,82.42,86,100,20.54,heavy intensity rain
526,Presidencia Roque Saenz Pena,AR,2022-07-19 02:44:16,-26.7852,-60.4388,54.61,64,100,4.16,overcast clouds
